1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.338253001141147e+29,3.169126500570574e+29,1.584563250285287e+29,7.922816251426434e+28,3.961408125713217e+28,1.980704062856608e+28,9.903520314283042e+27,4.951760157141521e+27,2.475880078570761e+27,1.23794003928538e+27,6.189700196426901e+26,3.094850098213451e+26,1.547425049106725e+26,7.737125245533627e+25,3.868562622766813e+25,1.934281311383407e+25,9.671406556917033e+24,4.835703278458517e+24,2.417851639229258e+24,1.208925819614629e+24,6.044629098073146e+23,3.022314549036573e+23,1.511157274518286e+23,7.555786372591432e+22,3.777893186295716e+22,1.888946593147858e+22,9.44473296573929e+21,4.722366482869645e+21,2.361183241434823e+21,1.180591620717411e+21,5.902958103587057e+20,2.951479051793528e+20,1.475739525896764e+20,7.378697629483821e+19,3.68934881474191e+19,1.844674407370955e+19,9.223372036854776e+18,4.611686018427388e+18,2.305843009213694e+18,1.152921504606847e+18,5.764607523034235e+17,2.882303761517117e+17,1.441151880758559e+17,7.205759403792794e+16,3.602879701896397e+16,1.801439850948198e+16,9007199254740990,4503599627370500,2251799813685250,1125899906842620,562949953421312,281474976710656,140737488355328,70368744177664,35184372088832,17592186044416,8796093022208,4398046511104,2199023255552,1099511627776,549755813888,274877906944,137438953472,68719476736,34359738368,17179869184,8589934592,4294967296,2147483648,1073741824,536870912,268435456,134217728,67108864,33554432,16777216,8388608,4194304,2097152,1048576,524288,262144,131072,65536,32768,16384,8192,4096,2048,1024,512,256,128,64,32,16,8,4,2,1
1.717925069106704e+47,5.726416897022348e+46,1.908805632340783e+46,6.362685441135942e+45,2.120895147045314e+45,7.069650490151047e+44,2.356550163383682e+44,7.855167211278941e+43,2.618389070426314e+43,8.727963568087713e+42,2.909321189362571e+42,9.697737297875238e+41,3.232579099291746e+41,1.077526366430582e+41,3.591754554768607e+40,1.197251518256202e+40,3.990838394187341e+39,1.330279464729114e+39,4.434264882430379e+38,1.478088294143459e+38,4.926960980478198e+37,1.642320326826066e+37,5.474401089420221e+36,1.824800363140074e+36,6.082667877133578e+35,2.027555959044526e+35,6.758519863481754e+34,2.252839954493918e+34,7.509466514979726e+33,2.503155504993242e+33,8.343851683310806e+32,2.781283894436936e+32,9.270946314789785e+31,3.090315438263262e+31,1.030105146087754e+31,3.433683820292513e+30,1.144561273430838e+30,3.815204244769459e+29,1.271734748256486e+29,4.23911582752162e+28,1.413038609173874e+28,4.710128697246245e+27,1.570042899082082e+27,5.233476330273605e+26,1.744492110091202e+26,5.814973700304006e+25,1.938324566768002e+25,6.461081889226673e+24,2.153693963075558e+24,7.178979876918526e+23,2.392993292306175e+23,7.976644307687251e+22,2.658881435895751e+22,8.862938119652502e+21,2.954312706550834e+21,9.847709021836113e+20,3.282569673945371e+20,1.094189891315124e+20,3.647299637717079e+19,1.215766545905693e+19,4.052555153018976e+18,1.350851717672992e+18,4.502839058909973e+17,1.500946352969991e+17,5.00315450989997e+16,1.667718169966657e+16,5559060566555520,1853020188851840,617673396283947,205891132094649,68630377364883,22876792454961,7625597484987,2541865828329,847288609443,282429536481,94143178827,31381059609,10460353203,3486784401,1162261467,387420489,129140163,43046721,14348907,4782969,1594323,531441,177147,59049,19683,6561,2187,729,243,81,27,9,3,1
4.017345110647476e+59,1.004336277661869e+59,2.510840694154672e+58,6.277101735386681e+57,1.56927543384667e+57,3.923188584616675e+56,9.807971461541689e+55,2.451992865385422e+55,6.129982163463555e+54,1.532495540865889e+54,3.831238852164722e+53,9.578097130411805e+52,2.394524282602951e+52,5.986310706507378e+51,1.496577676626845e+51,3.741444191567111e+50,9.353610478917779e+49,2.338402619729445e+49,5.846006549323612e+48,1.461501637330903e+48,3.653754093327257e+47,9.134385233318143e+46,2.283596308329536e+46,5.70899077082384e+45,1.42724769270596e+45,3.5681192317649e+44,8.920298079412249e+43,2.230074519853062e+43,5.575186299632656e+42,1.393796574908164e+42,3.48449143727041e+41,8.711228593176025e+40,2.177807148294006e+40,5.444517870735015e+39,1.361129467683754e+39,3.402823669209385e+38,8.507059173023462e+37,2.126764793255865e+37,5.316911983139663e+36,1.329227995784916e+36,3.32306998946229e+35,8.307674973655724e+34,2.076918743413931e+34,5.192296858534828e+33,1.298074214633707e+33,3.245185536584267e+32,8.112963841460668e+31,2.028240960365167e+31,5.070602400912918e+30,1.267650600228229e+30,3.169126500570574e+29,7.922816251426434e+28,1.980704062856608e+28,4.951760157141521e+27,1.23794003928538e+27,3.094850098213451e+26,7.737125245533627e+25,1.934281311383407e+25,4.835703278458517e+24,1.208925819614629e+24,3.022314549036573e+23,7.555786372591432e+22,1.888946593147858e+22,4.722366482869645e+21,1.180591620717411e+21,2.951479051793528e+20,7.378697629483821e+19,1.844674407370955e+19,4.611686018427388e+18,1.152921504606847e+18,2.882303761517117e+17,7.205759403792794e+16,1.801439850948198e+16,4503599627370500,1125899906842620,281474976710656,70368744177664,17592186044416,4398046511104,1099511627776,274877906944,68719476736,17179869184,4294967296,1073741824,268435456,67108864,16777216,4194304,1048576,262144,65536,16384,4096,1024,256,64,16,4,1
1.577721810442025e+69,3.155443620884049e+68,6.310887241768098e+67,1.26217744835362e+67,2.524354896707239e+66,5.048709793414478e+65,1.009741958682896e+65,2.019483917365791e+64,4.038967834731582e+63,8.077935669463164e+62,1.615587133892633e+62,3.231174267785266e+61,6.462348535570531e+60,1.292469707114106e+60,2.584939414228212e+59,5.169878828456424e+58,1.033975765691285e+58,2.067951531382569e+57,4.135903062765139e+56,8.271806125530278e+55,1.654361225106056e+55,3.308722450212111e+54,6.617444900424222e+53,1.323488980084844e+53,2.646977960169689e+52,5.293955920339378e+51,1.058791184067876e+51,2.117582368135751e+50,4.235164736271502e+49,8.470329472543004e+48,1.694065894508601e+48,3.388131789017202e+47,6.776263578034404e+46,1.355252715606881e+46,2.710505431213762e+45,5.421010862427523e+44,1.084202172485505e+44,2.168404344971009e+43,4.336808689942018e+42,8.673617379884037e+41,1.734723475976807e+41,3.469446951953614e+40,6.938893903907229e+39,1.387778780781446e+39,2.775557561562892e+38,5.551115123125783e+37,1.110223024625157e+37,2.220446049250313e+36,4.440892098500626e+35,8.881784197001253e+34,1.776356839400251e+34,3.552713678800501e+33,7.105427357601002e+32,1.4210854715202e+32,2.842170943040401e+31,5.684341886080801e+30,1.13686837721616e+30,2.27373675443232e+29,4.54747350886464e+28,9.09494701772928e+27,1.818989403545856e+27,3.637978807091712e+26,7.275957614183425e+25,1.455191522836685e+25,2.91038304567337e+24,5.82076609134674e+23,1.164153218269348e+23,2.328306436538696e+22,4.656612873077392e+21,9.313225746154784e+20,1.862645149230957e+20,3.725290298461914e+19,7.450580596923827e+18,1.490116119384765e+18,2.980232238769531e+17,5.960464477539062e+16,1.192092895507812e+16,2384185791015620,476837158203125,95367431640625,19073486328125,3814697265625,762939453125,152587890625,30517578125,6103515625,1220703125,244140625,48828125,9765625,1953125,390625,78125,15625,3125,625,125,25,5,1
1.088864372500118e+77,1.814773954166864e+76,3.024623256944773e+75,5.041038761574621e+74,8.401731269291036e+73,1.400288544881839e+73,2.333814241469732e+72,3.889690402449553e+71,6.482817337415922e+70,1.080469556235987e+70,1.800782593726645e+69,3.001304322877742e+68,5.002173871462904e+67,8.336956452438174e+66,1.389492742073029e+66,2.315821236788382e+65,3.859702061313969e+64,6.432836768856616e+63,1.072139461476103e+63,1.786899102460171e+62,2.978165170766951e+61,4.963608617944919e+60,8.272681029908199e+59,1.378780171651366e+59,2.297966952752277e+58,3.829944921253796e+57,6.383241535422993e+56,1.063873589237165e+56,1.773122648728609e+55,2.955204414547682e+54,4.925340690912803e+53,8.208901151521338e+52,1.368150191920223e+52,2.280250319867039e+51,3.800417199778398e+50,6.334028666297329e+49,1.055671444382888e+49,1.759452407304813e+48,2.932420678841356e+47,4.887367798068926e+46,8.145612996781543e+45,1.357602166130257e+45,2.262670276883762e+44,3.771117128139603e+43,6.285195213566005e+42,1.047532535594334e+42,1.74588755932389e+41,2.90981259887315e+40,4.849687664788584e+39,8.08281277464764e+38,1.347135462441273e+38,2.245225770735456e+37,3.74204295122576e+36,6.236738252042933e+35,1.039456375340489e+35,1.732427292234148e+34,2.887378820390247e+33,4.812298033983745e+32,8.020496723306241e+31,1.336749453884373e+31,2.227915756473956e+30,3.713192927456593e+29,6.188654879094321e+28,1.031442479849053e+28,1.719070799748422e+27,2.865117999580704e+26,4.775196665967841e+25,7.958661109946401e+24,1.3264435183244e+24,2.210739197207334e+23,3.684565328678889e+22,6.140942214464815e+21,1.023490369077469e+21,1.705817281795782e+20,2.84302880299297e+19,4.738381338321617e+18,7.897302230536028e+17,1.316217038422671e+17,2.193695064037786e+16,3656158440062980,609359740010496,101559956668416,16926659444736,2821109907456,470184984576,78364164096,13060694016,2176782336,362797056,60466176,10077696,1679616,279936,46656,7776,1296,216,36,6,1
4.620680728035371e+83,6.600972468621958e+82,9.429960669459941e+81,1.347137238494277e+81,1.924481769277539e+80,2.749259670396484e+79,3.92751381485212e+78,5.610734021217314e+77,8.015334316024735e+76,1.145047759432105e+76,1.635782513474436e+75,2.336832162106336e+74,3.338331660151909e+73,4.769045228788441e+72,6.812921755412059e+71,9.732745364874371e+70,1.390392194982053e+70,1.986274564260076e+69,2.837535091800108e+68,4.05362155971444e+67,5.7908879424492e+66,8.272697060641714e+65,1.181813865805959e+65,1.688305522579942e+64,2.41186503225706e+63,3.445521474652942e+62,4.922173535218489e+61,7.031676478883556e+60,1.004525211269079e+60,1.435036016098685e+59,2.05005145156955e+58,2.928644930813643e+57,4.183778472590918e+56,5.976826389415598e+55,8.538323413450853e+54,1.219760487635836e+54,1.742514982336909e+53,2.489307117624155e+52,3.556153025177365e+51,5.080218607396236e+50,7.257455153423194e+49,1.036779307631885e+49,1.481113296616978e+48,2.115876138024255e+47,3.022680197177507e+46,4.318114567396438e+45,6.168735096280626e+44,8.812478708972323e+43,1.258925529853189e+43,1.798465042647413e+42,2.569235775210589e+41,3.670336821729413e+40,5.243338316756304e+39,7.490483309651864e+38,1.070069044235981e+38,1.528670063194258e+37,2.183814375991797e+36,3.119734822845424e+35,4.45676403263632e+34,6.36680576090903e+33,9.095436801298613e+32,1.29934811447123e+32,1.856211592101758e+31,2.651730845859654e+30,3.788186922656648e+29,5.411695603795212e+28,7.730993719707445e+27,1.104427674243921e+27,1.577753820348458e+26,2.253934029069226e+25,3.21990575581318e+24,4.5998653654474e+23,6.571236236353428e+22,9.387480337647754e+21,1.341068619663965e+21,1.915812313805664e+20,2.736874734008091e+19,3.909821048582988e+18,5.58545864083284e+17,7.9792266297612e+16,1.139889518537314e+16,1628413597910450,232630513987207,33232930569601,4747561509943,678223072849,96889010407,13841287201,1977326743,282475249,40353607,5764801,823543,117649,16807,2401,343,49,7,1
2.546294970418108e+89,3.182868713022635e+88,3.978585891278293e+87,4.973232364097866e+86,6.216540455122333e+85,7.770675568902916e+84,9.713344461128645e+83,1.214168057641081e+83,1.517710072051351e+82,1.897137590064189e+81,2.371421987580236e+80,2.964277484475295e+79,3.705346855594118e+78,4.631683569492648e+77,5.78960446186581e+76,7.237005577332262e+75,9.046256971665328e+74,1.130782121458166e+74,1.413477651822707e+73,1.766847064778384e+72,2.20855883097298e+71,2.760698538716226e+70,3.450873173395282e+69,4.313591466744102e+68,5.391989333430128e+67,6.73998666678766e+66,8.424983333484575e+65,1.053122916685572e+65,1.316403645856965e+64,1.645504557321206e+63,2.056880696651508e+62,2.571100870814384e+61,3.213876088517981e+60,4.017345110647476e+59,5.021681388309345e+58,6.277101735386681e+57,7.846377169233351e+56,9.807971461541689e+55,1.225996432692711e+55,1.532495540865889e+54,1.915619426082361e+53,2.394524282602951e+52,2.993155353253689e+51,3.741444191567111e+50,4.676805239458889e+49,5.846006549323612e+48,7.307508186654515e+47,9.134385233318143e+46,1.141798154164768e+46,1.42724769270596e+45,1.78405961588245e+44,2.230074519853062e+43,2.787593149816328e+42,3.48449143727041e+41,4.355614296588012e+40,5.444517870735015e+39,6.805647338418769e+38,8.507059173023462e+37,1.063382396627933e+37,1.329227995784916e+36,1.661534994731145e+35,2.076918743413931e+34,2.596148429267414e+33,3.245185536584267e+32,4.056481920730334e+31,5.070602400912918e+30,6.338253001141147e+29,7.922816251426434e+28,9.903520314283042e+27,1.23794003928538e+27,1.547425049106725e+26,1.934281311383407e+25,2.417851639229258e+24,3.022314549036573e+23,3.777893186295716e+22,4.722366482869645e+21,5.902958103587057e+20,7.378697629483821e+19,9.223372036854776e+18,1.152921504606847e+18,1.441151880758559e+17,1.801439850948198e+16,2251799813685250,281474976710656,35184372088832,4398046511104,549755813888,68719476736,8589934592,1073741824,134217728,16777216,2097152,262144,32768,4096,512,64,8,1
2.951266543065274e+94,3.279185047850304e+93,3.643538942055893e+92,4.048376602284326e+91,4.498196224760361e+90,4.99799580528929e+89,5.553328672543656e+88,6.170365191715173e+87,6.855961324127971e+86,7.617734804586634e+85,8.464149782874037e+84,9.404610869860042e+83,1.044956763317782e+83,1.161063070353092e+82,1.290070078170102e+81,1.43341119796678e+80,1.592679108851977e+79,1.769643454279975e+78,1.966270504755528e+77,2.18474500528392e+76,2.427494450315467e+75,2.697216055906074e+74,2.996906728784526e+73,3.329896365316141e+72,3.699884850351267e+71,4.110983167056964e+70,4.567759074507738e+69,5.075287860564153e+68,5.639208733960169e+67,6.265787482177966e+66,6.961986091308851e+65,7.735540101454279e+64,8.595044557171421e+63,9.550049507968246e+62,1.061116611996472e+62,1.179018457773857e+61,1.310020508637619e+60,1.455578342930688e+59,1.617309269922987e+58,1.79701029991443e+57,1.996678111016033e+56,2.218531234462259e+55,2.465034704958066e+54,2.738927449953407e+53,3.043252722170452e+52,3.381391913522724e+51,3.757102126136361e+50,4.17455791792929e+49,4.6383976865881e+48,5.153775207320111e+47,5.726416897022345e+46,6.362685441135939e+45,7.069650490151043e+44,7.855167211278937e+43,8.727963568087708e+42,9.697737297875232e+41,1.077526366430581e+41,1.197251518256202e+40,1.330279464729113e+39,1.478088294143459e+38,1.642320326826065e+37,1.824800363140072e+36,2.027555959044525e+35,2.252839954493917e+34,2.503155504993241e+33,2.781283894436934e+32,3.09031543826326e+31,3.433683820292511e+30,3.815204244769457e+29,4.239115827521619e+28,4.710128697246244e+27,5.233476330273605e+26,5.814973700304006e+25,6.461081889226673e+24,7.178979876918526e+23,7.976644307687251e+22,8.862938119652502e+21,9.847709021836113e+20,1.094189891315124e+20,1.215766545905693e+19,1.350851717672992e+18,1.500946352969991e+17,1.667718169966657e+16,1853020188851840,205891132094649,22876792454961,2541865828329,282429536481,31381059609,3486784401,387420489,43046721,4782969,531441,59049,6561,729,81,9,1
1.000000000000001e+99,1.000000000000001e+98,1.000000000000001e+97,1.000000000000001e+96,1.000000000000001e+95,1.000000000000001e+94,1.000000000000001e+93,1e+92,1e+91,1e+90,1e+89,1e+88,1e+87,1e+86,1e+85,1e+84,1e+83,1e+82,1e+81,1e+80,1e+79,1e+78,1e+77,1e+76,1e+75,1e+74,1e+73,1e+72,1e+71,1e+70,1e+69,1e+68,1e+67,1e+66,1e+65,1e+64,1e+63,1e+62,1e+61,1e+60,1e+59,1e+58,1e+57,1e+56,1e+55,1e+54,1e+53,1e+52,1e+51,1e+50,1e+49,1e+48,1e+47,1e+46,9.999999999999999e+44,9.999999999999999e+43,9.999999999999999e+42,9.999999999999999e+41,9.999999999999998e+40,9.999999999999998e+39,9.999999999999998e+38,9.999999999999998e+37,9.999999999999998e+36,9.999999999999999e+35,1e+35,9.999999999999999e+33,9.999999999999999e+32,9.999999999999999e+31,9.999999999999999e+30,9.999999999999999e+29,9.999999999999999e+28,1e+28,9.999999999999999e+26,9.999999999999999e+25,9.999999999999999e+24,1e+24,9.999999999999999e+22,1e+22,1e+21,1e+20,1e+19,1e+18,1e+17,1e+16,1000000000000000,100000000000000,10000000000000,1000000000000,100000000000,10000000000,1000000000,100000000,10000000,1000000,100000,10000,1000,100,10,1
